nome;colecao;arte;foil;lingua;quantidade;valor
Dust Animus;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660c506ca67a6-aizwu-j6cfw-8b7348065e7b65eeacb807363ff9592c.jpg;sim;en;1;R$ 3.00
Ghired, Mirror of the Wilds;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660aca00a004d-ms938-agf54-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 4.50
Generous Plunderer;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed71e38f8e-7u9gy-nikzd-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 12.20
Hostile Investigator;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed72311a58-kb5mw-n0q2d-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 30.00
The Gitrog, Ravenous Ride;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6603354b49bd9-ihlet-6bqa2-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 8.25
Indomitable Creativity;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/660c494f7a7a4-peq56-bz52f-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 14.25
Mindbreak Trap;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/660c4957717db-nwvgd-7k0th-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 70.00
Torpor Orb;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/66045dafc10e4-oyw46-qcha1-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;2;R$ 11.85
Harvester of Misery;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed7216fc0c-dc7ro-p28y6-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 44.65
Goldvein Hydra;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660b119b4aadc-oacmq-2v0m9-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 30.25
Kellan, the Kid ;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6603352c65616-o4w8g-ic0eq-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 7.43
Sword of Wealth and Power;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/66045dae2ee0f-wp6gk-rmiw6-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 47.50
Legion Extruder;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660d865339eb6-8s1mj-25kwe-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 17.55
Omenpath Journey;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660d865a1ca8d-v5c9s-gjeu5-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 11.60
Tinybones, the Pickpocket;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660335512b857-bdu8g-2zo94-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 31.50
Tinybones, the Pickpocket;Outlaws ofTthunder Junction(WPOTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480456/66045f4072ec1-qi7np-s6d5x-ccbbc2f57de7b9e1a79f597ed5908816.jpg;não;en;1;R$ 60.00
Annie Flash, the Veteran;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660334ff03a0c-cjs5g-kpzq6-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 1.35
Fomori Vault;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed71c3be03-cal9k-xorye-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 49.00
Grindstone;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/66045a8edd4ef-u835h-8g1k9-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 4.75
Archive Trap;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/660c492197a1a-jkog2-b8ykn-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 8.00
Slickshot Show-Off;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/66033546742b1-f0uoh-vnb43-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;2;R$ 76.00
Annie Joins Up;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/660b11695064b-7kj9x-ke7jn-8b7348065e7b65eeacb807363ff9592c.jpg;sim;en;1;R$ 13.50
Vraska Joins Up;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/66047ca233838-kwjl4-p58ou-8b7348065e7b65eeacb807363ff9592c.jpg;sim;en;1;R$ 2.55
Vraska, the Silencer;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/66033557af63c-sqykw-3xbsm-8b7348065e7b65eeacb807363ff9592c.jpg;sim;en;1;R$ 13.15
Treasure Vault;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479855/60e4aedb6053c-u7plx-6bchq-168812352860e4aedb60574.jpg;não;en;1;R$ 14.75
Plaza of Heroes;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6303a10637e1d-7adyl-c0jib-6702302206303a10637e5d.jpg;não;pt;2;R$ 29.90
Hall of the Bandit Lord;The List(TL);https://repositorio.sbrauble.com/arquivos/in/magic/479828/620d0e34c69f9-mgdbn-9gyot-844884158620d0e34c6a3f.jpg;não;en;1;R$ 50.90
Yavimaya Coast;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc9044ab90-smn02-rkcgt-193580114962ffc9044abce.jpg;não;pt;1;R$ 4.75
Sulfurous Springs;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc8f35dc04-i53x1-6u2je-10619417062ffc8f35dc41.jpg;não;pt;3;R$ 18.90
Karplusan Forest;Dominaria United(BLDMU);https://repositorio.sbrauble.com/arquivos/in/magic/480011/63021a1c66edb-p128g-ug6z1-5153567263021a1c66f25.jpg;não;pt;1;R$ 19.90
Adarkar Wastes;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc88fcd906-8p59t-xv9f6-102303445662ffc88fcd945.jpg;não;pt;1;R$ 13.00
Adarkar Wastes;Dominaria United(BLDMU);https://repositorio.sbrauble.com/arquivos/in/magic/480011/63021a1748ba1-69m3x-8e4wq-128698574263021a1748c0f.jpg;não;pt;1;R$ 28.74
Caves of Koilos;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc8a0dc423-07cxa-lpxbm-163072531562ffc8a0dc463.jpg;não;pt;1;R$ 1.70
Haven of the Spirit Dragon;Dragons of Tarkir(DTK);https://repositorio.sbrauble.com/arquivos/in/magic/248153/5f4244115c8b5-nbyah2-1iwuhm-fe131d7f5a6b38b23cc967316c13dae2.jpg;sim;en;1;R$ 11.25
Shivan Reef;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc8e509380-2ir9e-36efz-25662980662ffc8e5093be.jpg;não;pt;1;R$ 4.90
Shivan Reef;Dominaria United(BLDMU);https://repositorio.sbrauble.com/arquivos/in/magic/480011/63021a1f14fa5-v2yuj-6f3l1-134132766463021a1f14fe4.jpg;não;pt;1;R$ 9.00
Arid Archway;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6605ba61e7a43-qlbsc-zcsh2-8b7348065e7b65eeacb807363ff9592c.jpg;sim;en;1;R$ 2.00
Dust Bowl;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/66045a8d42a96-f2o0x-u74sd-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 6.13
Blooming Marsh;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6603350244bf6-puv01-2e8r4-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;3;R$ 11.80
Concealed Courtyard;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6603350a6226e-kj5c8-p3dof-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;2;R$ 2.97
Inspiring Vantage;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/66033525eb318-i09ao-xdp1z-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 11.00
Temple of Deceit;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67200040a0857-0ouak-jn3al-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 0.95
Caves of Koilos;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/480011/63021a19d70b0-dl6oq-mg76i-51947829963021a19d70f1.jpg;não;pt;1;R$ 8.75
Temple of Malady;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672000478ef09-okfnc-dqiks-a47573e568e5a8d320ab76d2ae0188c6.jpg;não ;en;1;R$ 1.00
Temple of Mystery;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6720004bd0761-mklvd-rt9e8-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 0.90
Temple of Malice;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672000497e68a-tqc8v-gfhxs-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 1.50
Sandstorm Salvager;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed7280a9ce-n0lte-ez5rn-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 34.84
Maze's End;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168b5836a0-9ka0q-8uws0-a47573e568e5a8d320ab76d2ae0188c6.jpg;sim;en;1;R$ 11.50
Danitha, Benalia's Hope;Dominaria United(TFDMU);https://repositorio.sbrauble.com/arquivos/in/magic/480031/63066b0317116-t36qy-jhdsm-197734848063066b0317156.jpg;não;pt;1;R$ 1.86
Errant and Giada;March of the Machines(BFMOM);https://repositorio.sbrauble.com/arquivos/in/magic/480205/642b215b46051-guz49-o9mx7-67800703642b215b4609b.jpg;não;pt;1;R$ 1.50
Threats Undetected;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6303a130285de-mixo0-ebuyn-1921765856303a1302861c.jpg;sim;pt;1;R$ 2.20
Kaheera, the Orphanguard;Multiverse Lengends(MUL);https://repositorio.sbrauble.com/arquivos/in/magic/480191/642dea7034ec1-nws5j-srk80-365320435642dea7034f52.jpg;não;pt;1;R$ 1.80
The Mana Rig;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e60be64ce-39avy-hx9y7-18380133676308e60be6517.jpg;não;pt;1;R$ 5.00
Gyruda, Doom of Depths;Multiverse Lengends(MUL);https://repositorio.sbrauble.com/arquivos/in/magic/480191/642dea69d9881-swkam-qlk4t-446782519642dea69d98c7.jpg;não;pt;1;R$ 1.75
Ghalta, Primal Hunger;Rivals of Ixalan(RIX);https://repositorio.sbrauble.com/arquivos/in/magic/247933/5f424410478b1-vq38uk-62f4jx-9b8619251a19057cff70779273e95aa6.jpg;não;en;1;R$ 5.80
Vorinclex, Voice of Hunger;Multiverse Lengends(MUL);https://repositorio.sbrauble.com/arquivos/in/magic/480191/64259cf5722ae-gkzx5-gucw6-101262745264259cf5722f8.jpg;não;pt;1;R$ 45.00
Hullbreaker Horror;Innistrad Crimson Vow (VOW);https://repositorio.sbrauble.com/arquivos/in/magic/479876/618545b0d096f-mta1p-etdfx-638024294618545b0d09b8.jpg;não;pt;1;R$ 19.85
Ajani, Sleeper Agent;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc892a30a6-1uiv0-m2jty-10458925562ffc892a30e4.jpg;não;pt;1;R$ 8.18
Fractured Identity;Breaking News(OTP);https://repositorio.sbrauble.com/arquivos/in/magic/480450/660c494517a3f-bih1c-gtmov-eb39f987dd81dad7a11eb7db0dd02d75.jpg;não;en;1;R$ 1.50
Aurelia, the Warleader;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216831bfbb1-teh0u-cb0ql-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 21.60
Darksteel Colossus;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672000115e622-gbm1w-5gr8q-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 19.90
Angelic Destiny;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721682975262-4pfuv-i2uzx-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.50
Sphinx of the Final Word;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672169184091a-xqt7o-srq3k-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.75
Primeval Bounty;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168d01da2d-qkae8-n89g2-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.50
Lyra Dawnbringer;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672000289d3cf-257bu-skxz6-a47573e568e5a8d320ab76d2ae0188c6.jpg;sim ;en;1;R$ 20.00
Monster Manual;Commander Legends(CLB);https://repositorio.sbrauble.com/arquivos/in/magic/479990/664b8aa3c2058-k0685-6dpbi-e1f6b7d7e46c90262b2aabbd7cf79636.jpg;sim;en;1;R$ 20.00
Guardian of Faith;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479856/60df3b69665b8-4sxhv-apxb9-142599864960df3b696660c.jpg;não;en;1;R$ 39.75
Lolth, Spider Queen;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479856/60db7df3b3ace-cv9lk-n6rlv-52805047860db7df3b3b15.jpg;não;en;1;R$ 47.00
Squee, the Immortal;Multiverse Lengends(MUL);https://repositorio.sbrauble.com/arquivos/in/magic/480191/642dea8a7cb69-epazt-p4hfu-1051793842642dea8a7cbb1.jpg;não;pt;1;R$ 1.00
Jin-Gitaxias ;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424af39b1e8e-xhmrk-c0usf-19678310366424af39b1ece.jpg;não;pt;1;R$ 20.90
Vesuvan Duplimancy;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/630795f9bcb84-l9cn0-f5pas-1964576033630795f9bcbc3.jpg;não;pt;1;R$ 9.20
Jodah, the Unifier;Dominaria United(SGDMU);https://repositorio.sbrauble.com/arquivos/in/magic/480032/63066c29a561c-vndox-wp1u2-74012923963066c29a565a.jpg;não;pt;1;R$ 15.90
Bristly Bill, Spine Sower;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6605ba6f3b31d-qmdlp-g5a4y-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 100.25
Archangel of Tithes;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6605ba60477f2-6bqjx-ql0pk-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 5.90
Rosnakht, Heir of Rohgahh;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e60a33c7f-5y4qj-5q0he-14611768646308e60a33cbe.jpg;não;pt;1;R$ 3.20
Seizan, Perverter of Truth;Multiverse Lengends(MUL);https://repositorio.sbrauble.com/arquivos/in/magic/480191/642dea874ec8c-b6lyc-9xmzu-823160643642dea874ecdc.jpg;não;pt;1;R$ 0.95
Invasion of Kaldheim;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/642b1a4c1f68f-3zvil-ihagd-1130493185642b1a4c1f6d8.jpg;não;pt;1;R$ 1.25
Invasion of Ikoria;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/642c8e03beb21-zewgn-n48yp-491111436642c8e03beb6d.jpg;não;pt;1;R$ 40.00
Invasion of Ixalan;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/642c8e0575492-zmfwn-d1sjv-294731764642c8e05754d6.jpg;não;pt;1;R$ 3.25
Molten Duplication;The Big Score(BIG);https://repositorio.sbrauble.com/arquivos/in/magic/480454/660ed7265f786-7gsm0-981gn-1de78cfe0c6d57e3fd93d827c4a6ea84.jpg;não;en;1;R$ 35.60
Notion Thief;Special Guests(SPG);https://repositorio.sbrauble.com/arquivos/in/magic/480329/6604655615a3b-ug5cq-jw0p6-f45f6a8d1a74e3a00f040564869b04c4.jpg;não;en;1;R$ 29.75
Rakdos, the Muscle;Outlaws of Thunder Junction(OTJ);https://repositorio.sbrauble.com/arquivos/in/magic/480447/6603353c9d62d-z7um6-5kcl0-8b7348065e7b65eeacb807363ff9592c.jpg;não;en;1;R$ 6.90
Aether Channeler;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6309f920beae5-j35wr-4l8xn-4662228596309f920beb25.jpg;sim;pt;1;R$ 5.00
Welcoming Vampire;Innistrad Crimson Vow ;https://repositorio.sbrauble.com/arquivos/in/magic/479876/6185459196c8f-khevl-jby3w-3098024676185459196cd7.jpg;sim;pt;1;R$ 8.00
Leyline Binding;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/630660d75f63c-6nvcl-xsag6-202281848630660d75f67b.jpg;não;pt;1;R$ 11.90
Leori, Sparktouched Hunter ;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8033d8e8a3-prmqh-dey32-52132072864b8033d8e8e2.jpg;sim;en;1;R$ 6.00
Norn's Annex;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8034d56f37-u0w2x-d6me5-143359361364b8034d56f74.jpg;não;en;1;R$ 7.18
Mangara, the Diplomat;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8033f2303e-6cjwo-2ydj8-135937835364b8033f23085.jpg;não;en;1;R$ 11.90
Guff Rewrites History ;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8032d5a394-bt6ej-1vf4k-78724482164b8032d5a3d3.jpg;não;en;1;R$ 4.00
Karn's Sylex;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6304f1495e9b8-djf5l-y46aj-5189551626304f1495e9f7.jpg;não;pt;1;R$ 6.00
Semester's End;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b80361c8476-x7ze0-ilcth-120646254264b80361c84b5.jpg;não;en;1;R$ 1.90
Chandra, Torch of Defiance;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b80319e47e3-829t4-enj6f-14354423064b80319e4822.jpg;não;en;1;R$ 9.00
Narset, Parter of Veils;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8034a303a8-a4l5n-klwtc-14990117464b8034a303e8.jpg;não;en;1;R$ 4.00
See Double;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/64274191d079b-mnaqh-93txl-134762575964274191d07de.jpg;não;pt;1;R$ 1.50
Nahiri, the Harbinger;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b803457ae2e-hkty0-ba14o-210976733664b803457ae77.jpg;não;en;1;R$ 1.36
Den of the Bugbear;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479855/60dc9236a474d-nfq9w-6l2c4-76051904660dc9236a47a4.jpg;não;en;1;R$ 23.00
Furycalm Snarl;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b80326b1b58-rufmz-6anmj-62323538964b80326b1b96.jpg;não;en;1;R$ 1.44
Promise of Loyalty;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b803585ff9a-lm0pb-l82gn-19565953564b803585ffdb.jpg;não;en;1;R$ 1.00
Skycloud Expanse;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b80364e49ef-3jowm-tmc0j-4377307764b80364e4a2d.jpg;não;en;1;R$ 1.65
Oath of Teferi;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8035213db4-n3bsz-paf7n-82192065764b8035213df3.jpg;não;en;1;R$ 2.90
Rugged Prairie;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8035d2520c-t0cpk-9yrmv-55159316964b8035d2524b.jpg;não;en;1;R$ 8.90
Austere Command;Wilds of Eldraine Commander (WOC);https://repositorio.sbrauble.com/arquivos/in/magic/480300/64e7a2176c47e-5l3if-c7xut-163305778164e7a2176c4bc.jpg;não;en;1;R$ 5.85
Deepglow Skate;Commander Masters(CMM);https://repositorio.sbrauble.com/arquivos/in/magic/480263/64b8031b790de-w7ciz-gshjn-47862601664b8031b7911f.jpg;não;en;1;R$ 4.00
